CAD #,CAD Name,ISD #,ISD Name,Market Value,Taxable Value for M&O Purposes,Taxable Value for I&S Purposes,Effective Tax Rate,Rollback Tax Rate,M&O Tax Rate,I&S Tax Rate,Total Tax Rate,Tax Levy (calculated) 
45,Colorado,143-901,Hallettsville Independent School District,11302111.00000,5989288.00000,5989288.00000,1.10004,1.31223,1.02000,0.27270,1.29270,77424.00000
120,Jackson,143-901,Hallettsville Independent School District,3695590.00000,590200.00000,590200.00000,1.10004,1.31223,1.02000,0.27270,1.29270,7630.00000
143,Lavaca,143-901,Hallettsville Independent School District,1717344465.00000,751577112.00000,751577112.00000,1.10004,1.31223,1.02000,0.27270,1.29270,9715637.00000
241,Wharton,143-901,Hallettsville Independent School District,7694852.00000,1353464.00000,1353464.00000,1.10004,1.31223,1.02000,0.27270,1.29270,17496.00000
89,Gonzales,143-902,Moulton Independent School District,230220370.00000,161059011.00000,161059011.00000,0.77217,1.04785,0.98000,0.00820,0.98820,1591585.00000
143,Lavaca,143-902,Moulton Independent School District,624923155.00000,436456110.00000,436456110.00000,0.77217,1.04785,0.98000,0.00820,0.98820,4313059.00000
89,Gonzales,143-903,Shiner Independent School District,417906720.00000,355161016.00000,355161016.00000,0.61190,1.04000,1.04000,0.00000,1.04000,3693675.00000
143,Lavaca,143-903,Shiner Independent School District,676348012.00000,459656649.00000,459656649.00000,0.61190,1.04000,1.04000,0.00000,1.04000,4780429.00000
143,Lavaca,143-904,Vysehrad Independent School District,147822234.00000,55917237.00000,55917237.00000,1.02080,1.04000,1.04000,0.00000,1.04000,581539.00000
143,Lavaca,143-905,Sweet Home Independent School District,204121988.00000,65593482.00000,65593482.00000,1.03576,1.04000,1.04000,0.00000,1.04000,682172.00000
143,Lavaca,143-906,Ezzell Independent School District,346448804.00000,98443127.00000,98443127.00000,0.96511,1.29970,0.96000,0.26500,1.22500,1205928.00000
75,Fayette,144-901,Giddings Independent School District,24824230.00000,10183843.00000,10183843.00000,1.39880,1.40300,1.04000,0.36000,1.40000,142574.00000
144,Lee,144-901,Giddings Independent School District,1399367777.00000,762116899.00000,762116899.00000,1.39880,1.40300,1.04000,0.36000,1.40000,10669637.00000
239,Washington,144-901,Giddings Independent School District,30797005.00000,19568333.00000,19568333.00000,1.39880,1.40300,1.04000,0.36000,1.40000,273957.00000
11,Bastrop,144-902,Lexington Independent School District,4543792.00000,856314.00000,856314.00000,0.95840,1.12230,1.04000,0.07900,1.11900,9582.00000
144,Lee,144-902,Lexington Independent School District,965014854.00000,373032727.00000,373032727.00000,0.95840,1.12230,1.04000,0.07900,1.11900,4174236.00000
166,Milam,144-902,Lexington Independent School District,3961550.00000,1709678.00000,1709678.00000,0.95840,1.12230,1.04000,0.07900,1.11900,19131.00000
246,Williamson,144-902,Lexington Independent School District,5368505.00000,2113897.00000,2113897.00000,0.95840,1.12230,1.04000,0.07900,1.11900,23655.00000
144,Lee,144-903,Dime Box Independent School District,372633057.00000,181840691.00000,181840691.00000,1.13420,1.17000,1.17000,0.00000,1.17000,2127536.00000
81,Freestone,145-901,Buffalo Independent School District,127313025.00000,75337357.00000,75337357.00000,1.09987,1.40039,1.04005,0.25652,1.29657,976802.00000
145,Leon,145-901,Buffalo Independent School District,670061820.00000,356011329.00000,356011329.00000,1.09987,1.40039,1.04005,0.25652,1.29657,4615936.00000
145,Leon,145-902,Centerville Independent School District,1012105670.00000,450438509.00000,450438509.00000,1.00309,1.32796,1.04000,0.28796,1.32796,5981652.00000
145,Leon,145-906,Normangee Independent School District,428110030.00000,205191912.00000,205191912.00000,1.00000,1.30597,1.04000,0.23000,1.27000,2605937.00000
154,Madison,145-906,Normangee Independent School District,172354428.00000,69513426.00000,69513426.00000,1.00000,1.30597,1.04000,0.23000,1.27000,882821.00000
81,Freestone,145-907,Oakwood Independent School District,72191758.00000,31518401.00000,31518401.00000,0.08811,0.42900,1.04000,0.20440,1.24440,392215.00000
145,Leon,145-907,Oakwood Independent School District,211154480.00000,42281320.00000,42281320.00000,0.08811,0.42900,1.04000,0.20440,1.24440,526149.00000
145,Leon,145-911,Leon Independent School District,1142413410.00000,719730397.00000,719730397.00000,1.05929,1.09930,0.87940,0.18039,1.05979,7627631.00000
198,Robertson,145-911,Leon Independent School District,86507144.00000,42589532.00000,42589532.00000,1.05929,1.09930,0.87940,0.18039,1.05979,451360.00000
146,Liberty,146-901,Cleveland Independent School District,876548177.00000,733470673.00000,733470673.00000,1.18630,1.39690,1.04000,0.27500,1.31500,9645139.00000
170,Montgomery,146-901,Cleveland Independent School District,17055739.00000,14801167.00000,14801167.00000,1.18630,1.39690,1.04000,0.27500,1.31500,194635.00000
204,San Jacinto,146-901,Cleveland Independent School District,154431366.00000,106018180.00000,106018180.00000,1.18630,1.39690,1.04000,0.27500,1.31500,1394139.00000
101,Harris,146-902,Dayton Independent School District,4771828.00000,3177008.00000,3177008.00000,1.14530,1.19850,1.04000,0.15800,1.19800,38061.00000
146,Liberty,146-902,Dayton Independent School District,1944694679.00000,1524280622.00000,1524280622.00000,1.14530,1.19850,1.04000,0.15800,1.19800,18260882.00000
146,Liberty,146-903,Devers Independent School District,382593228.00000,292041946.00000,292041946.00000,1.03790,1.08830,1.04000,0.04830,1.08830,3178292.00000
146,Liberty,146-904,Hardin Independent School District,517424765.00000,330390172.00000,330390172.00000,1.18620,1.32790,1.04000,0.28790,1.32790,4387251.00000
146,Liberty,146-905,Hull-Daisetta Independent School District,323219312.00000,256567245.00000,256567245.00000,1.30780,1.30780,1.17000,0.13780,1.30780,3355386.00000
146,Liberty,146-906,Liberty Independent School District,1149235613.00000,841912859.00000,966158999.00000,1.18920,1.19460,1.06000,0.10860,1.16860,9973525.00000
146,Liberty,146-907,Tarkington Independent School District,679144181.00000,446345825.00000,446345825.00000,1.08180,1.15590,1.04000,0.11500,1.15500,5155294.00000
147,Limestone,147-901,Coolidge Independent School District,161793472.00000,39136562.00000,39136562.00000,1.14280,1.19430,1.04000,0.15420,1.19420,467369.00000
73,Falls,147-902,Groesbeck Independent School District,2332210.00000,409304.00000,409304.00000,1.10180,1.16000,0.81670,0.30330,1.12000,4584.00000
147,Limestone,147-902,Groesbeck Independent School District,2346562258.00000,1734729834.00000,1734729834.00000,1.10180,1.16000,0.81670,0.30330,1.12000,19428974.00000
198,Robertson,147-902,Groesbeck Independent School District,27875798.00000,14101050.00000,14101050.00000,1.10180,1.16000,0.81670,0.30330,1.12000,157932.00000
81,Freestone,147-903,Mexia Independent School District,2758456.00000,2392481.00000,2392481.00000,1.11660,1.11170,1.04000,0.07160,1.11160,26595.00000
147,Limestone,147-903,Mexia Independent School District,648193228.00000,429412224.00000,429412224.00000,1.11660,1.11170,1.04000,0.07160,1.11160,4773346.00000
106,Hemphill,148-901,Booker Independent School District,3985380.00000,561090.00000,561090.00000,1.35200,1.23000,1.13000,0.05000,1.18000,6621.00000
148,Lipscomb,148-901,Booker Independent School District,393702031.00000,331239702.00000,331239702.00000,1.35200,1.23000,1.13000,0.05000,1.18000,3908628.00000
179,Ochiltree,148-901,Booker Independent School District,60606030.00000,43140615.00000,43140615.00000,1.35200,1.23000,1.13000,0.05000,1.18000,509059.00000
148,Lipscomb,148-902,Follett Independent School District,338370462.00000,264561181.00000,264561181.00000,1.04527,1.15041,1.04000,0.11000,1.15000,3042454.00000
148,Lipscomb,148-903,Higgins Independent School District,530018878.00000,481471753.00000,481471753.00000,1.03922,1.14071,1.04000,0.10060,1.14060,5491667.00000
148,Lipscomb,148-905,Darrouzett Independent School District,200814538.00000,150686517.00000,150686517.00000,1.04777,1.48305,1.04000,0.44290,1.48290,2234530.00000
149,Live Oak,149-901,George West Independent School District,1756521563.00000,697372896.00000,697372896.00000,1.10878,1.20430,1.04000,0.16310,1.20310,8390093.00000
13,Bee,149-902,Three Rivers Independent School District,25903020.00000,12382513.00000,12382513.00000,0.82466,1.10778,1.02330,0.10662,1.12992,139912.00000
149,Live Oak,149-902,Three Rivers Independent School District,3416792422.00000,2706185045.00000,2706185045.00000,0.82466,1.10778,1.02330,0.10662,1.12992,30577726.00000
150,Llano,150-901,Llano Independent School District,5130733568.00000,3089365775.00000,3089365775.00000,1.16680,1.16800,1.04000,0.12800,1.16800,36083792.00000
152,Lubbock,152-901,Lubbock Independent School District,10689597073.00000,9561299017.00000,9561299017.00000,1.23250,1.25136,1.04000,0.19500,1.23500,118082043.00000
152,Lubbock,152-902,New Deal Independent School District,279979163.00000,222249976.00000,222249976.00000,1.16607,1.17005,1.17000,0.00000,1.17000,2600325.00000
152,Lubbock,152-903,Slaton Independent School District,429741764.00000,364346237.00000,364346237.00000,1.30292,1.29250,1.17000,0.11400,1.28400,4678206.00000
153,Lynn,152-903,Slaton Independent School District,4756630.00000,2252618.00000,2252618.00000,1.30292,1.29250,1.17000,0.11400,1.28400,28924.00000
152,Lubbock,152-906,Lubbock-Cooper Independent School District,2277798471.00000,2043806218.00000,2043806218.00000,1.44601,1.57385,1.04000,0.50000,1.54000,31474616.00000
110,Hockley,152-907,Frenship Independent School District,6078811.00000,4315736.00000,4315736.00000,1.47726,1.55094,1.04005,0.48000,1.52005,65601.00000
152,Lubbock,152-907,Frenship Independent School District,3238570420.00000,2959624444.00000,2959624444.00000,1.47726,1.55094,1.04005,0.48000,1.52005,44987771.00000
152,Lubbock,152-908,Roosevelt Independent School District,336033182.00000,287928854.00000,287928854.00000,1.28643,1.30586,1.06000,0.25000,1.31000,3771868.00000
152,Lubbock,152-909,Shallowater Independent School District,350222140.00000,299588379.00000,299588379.00000,1.47667,1.51866,1.17000,0.36000,1.53000,4583702.00000
152,Lubbock,152-910,Idalou Independent School District,291103213.00000,240056361.00000,240056361.00000,1.39861,1.46865,1.17000,0.29000,1.46000,3504823.00000
58,Dawson,153-903,O'Donnell Independent School District,75138140.00000,49350506.00000,49350506.00000,1.99604,1.17000,1.17000,0.40000,1.57000,774803.00000
153,Lynn,153-903,O'Donnell Independent School District,241591760.00000,98128050.00000,181153710.00000,1.99604,1.17000,1.17000,0.40000,1.57000,1872713.00000
223,Terry,153-903,O'Donnell Independent School District,1414650.00000,309487.00000,309487.00000,1.99604,1.17000,1.17000,0.40000,1.57000,4859.00000
153,Lynn,153-904,Tahoka Independent School District,224071150.00000,118633896.00000,118633896.00000,1.36869,1.17000,1.17000,0.00000,1.17000,1388017.00000
223,Terry,153-904,Tahoka Independent School District,2325007.00000,704914.00000,704914.00000,1.36869,1.17000,1.17000,0.00000,1.17000,8247.00000
153,Lynn,153-905,New Home Independent School District,104451510.00000,59805051.00000,59805051.00000,1.33068,1.48502,1.17000,0.31500,1.48500,888105.00000
153,Lynn,153-907,Wilson Independent School District,93681750.00000,52617842.00000,52617842.00000,1.21318,1.17000,1.17000,0.00000,1.17000,615629.00000
93,Grimes,154-901,Madisonville Consolidated Independent School District,210516165.00000,85350672.00000,85350672.00000,0.88830,1.21890,1.04000,0.17880,1.21880,1040254.00000
154,Madison,154-901,Madisonville Consolidated Independent School District,1347003142.00000,748568044.00000,748568044.00000,0.88830,1.21890,1.04000,0.17880,1.21880,9123547.00000
154,Madison,154-903,North Zulch Independent School District,558603066.00000,403201604.00000,403201604.00000,2.63370,1.04010,1.04000,0.25000,1.29000,5201301.00000
155,Marion,155-901,Jefferson Independent School District,1016868970.00000,623536926.00000,623536926.00000,1.02556,1.10345,1.04000,0.06336,1.10336,6879826.00000
114,Howard,156-902,Stanton Independent School District,122423175.00000,112679995.00000,112679995.00000,0.95414,0.99414,0.97330,0.23000,1.20330,1355878.00000
156,Martin,156-902,Stanton Independent School District,2469265540.00000,2321365443.00000,2382675953.00000,0.95414,0.99414,0.97330,0.23000,1.20330,28074005.00000
156,Martin,156-905,Grady Independent School District,2236779490.00000,2170095177.00000,2179426527.00000,0.88552,0.97770,0.90000,0.04000,0.94000,20402627.00000
134,Kimble,157-901,Mason Independent School District,19685245.00000,1657624.00000,1657624.00000,1.14035,1.17000,1.13750,0.00000,1.13750,18855.00000
157,Mason,157-901,Mason Independent School District,1637750390.00000,317358816.00000,317358816.00000,1.14035,1.17000,1.13750,0.00000,1.13750,3609957.00000
160,McCulloch,157-901,Mason Independent School District,22593450.00000,2242393.00000,2242393.00000,1.14035,1.17000,1.13750,0.00000,1.13750,25507.00000
164,Menard,157-901,Mason Independent School District,29203440.00000,4290399.00000,4290399.00000,1.14035,1.17000,1.13750,0.00000,1.13750,48803.00000
206,San Saba,157-901,Mason Independent School District,21635950.00000,4555636.00000,4555636.00000,1.14035,1.17000,1.13750,0.00000,1.13750,51820.00000
158,Matagorda,158-901,Bay City Independent School District,1402495883.00000,1110802542.00000,1110802542.00000,1.29585,1.34064,1.14730,0.19334,1.34064,14891863.00000
158,Matagorda,158-902,Tidehaven Independent School District,1468636643.00000,1111683243.00000,1111683243.00000,1.42841,1.36618,1.00500,0.32618,1.33118,14798505.00000
158,Matagorda,158-904,Matagorda Independent School District,325762556.00000,256548988.00000,256548988.00000,1.12377,1.17573,1.02000,0.12831,1.14831,2945978.00000
120,Jackson,158-905,Palacios Independent School District,200945515.00000,122000691.00000,122000691.00000,1.36111,1.14457,1.00000,0.10500,1.10500,1348108.00000
158,Matagorda,158-905,Palacios Independent School District,1298560355.00000,1083304666.00000,1083304666.00000,1.36111,1.14457,1.00000,0.10500,1.10500,11970517.00000
158,Matagorda,158-906,Van Vleck Independent School District,1005022239.00000,606871084.00000,606871084.00000,0.87609,0.98903,0.98840,0.00000,0.98840,5998314.00000
159,Maverick,159-901,Eagle Pass Independent School District,3698356214.00000,2157350006.00000,2157350006.00000,1.09699,1.15870,1.04005,0.11412,1.15417,24899487.00000
48,Concho,160-901,Brady Independent School District,92475231.00000,23807867.00000,23807867.00000,1.34814,1.36336,1.04000,0.32336,1.36336,324587.00000
160,McCulloch,160-901,Brady Independent School District,992732080.00000,446962197.00000,446962197.00000,1.34814,1.36336,1.04000,0.32336,1.36336,6093704.00000
160,McCulloch,160-904,Rochelle Independent School District,376528750.00000,55229536.00000,55229536.00000,1.00320,1.04000,1.04000,0.00000,1.04000,574387.00000
160,McCulloch,160-905,Lohn Independent School District,174317530.00000,22999556.00000,22999556.00000,1.15517,1.23134,1.17000,0.06134,1.23134,283203.00000
50,Coryell,161-901,Crawford Independent School District,25549130.00000,3849907.00000,3849907.00000,1.22678,1.24136,1.04000,0.20136,1.24136,47791.00000
161,McLennan,161-901,Crawford Independent School District,314491869.00000,151737503.00000,151737503.00000,1.22678,1.24136,1.04000,0.20136,1.24136,1883609.00000
161,McLennan,161-903,Midway Independent School District,4707297527.00000,4187204842.00000,4187204842.00000,1.24704,1.32000,1.04000,0.28000,1.32000,55271104.00000
161,McLennan,161-906,La Vega Independent School District,782141528.00000,677963097.00000,677963097.00000,1.39547,1.46500,1.17000,0.29500,1.46500,9932159.00000
73,Falls,161-907,Lorena Independent School District,15757020.00000,7492181.00000,7492181.00000,1.56237,1.64000,1.17000,0.47000,1.64000,122872.00000
161,McLennan,161-907,Lorena Independent School District,587030219.00000,423611500.00000,423611500.00000,1.56237,1.64000,1.17000,0.47000,1.64000,6947229.00000
73,Falls,161-908,Mart Independent School District,28267410.00000,9219512.00000,9219512.00000,1.13887,1.22948,1.04000,0.18948,1.22948,113352.00000
147,Limestone,161-908,Mart Independent School District,120135184.00000,27807871.00000,27807871.00000,1.13887,1.22948,1.04000,0.18948,1.22948,341893.00000
161,McLennan,161-908,Mart Independent School District,129059349.00000,74800616.00000,74800616.00000,1.13887,1.22948,1.04000,0.18948,1.22948,919662.00000
